department,Year,Round1,Round2,Round3,CET,Round1Number,Round2Number,Round3Number,class
2,2022,0.8353,0.8258,0.8247,93.67,82.58,82.58,82.47,2
2,2022,0.8342,0.8253,0.8247,98.88,82.53,82.53,82.47,1
2,2022,0.8332,0.8253,0.8242,93.67,82.53,82.53,82.42,2
2,2022,0.8325,0.8247,0.8229,98.88,82.47,82.47,82.29,1
2,2022,0.8321,0.8247,0.8226,98.88,82.47,82.47,82.26,1
2,2022,0.8321,0.8242,0.8226,85.76,82.42,82.42,82.26,3
2,2022,0.8305,0.8237,0.8226,98.88,82.37,82.37,82.26,1
2,2022,0.8295,0.8237,0.8221,98.88,82.37,82.37,82.21,1
2,2022,0.8284,0.8229,0.8216,98.88,82.29,82.29,82.16,1
2,2022,0.8277,0.8226,0.8211,98.88,82.26,82.26,82.11,1
2,2022,0.8274,0.8226,0.82,98.88,82.26,82.26,82,1
2,2022,0.8272,0.8226,0.8197,93.67,82.26,82.26,81.97,2
2,2022,0.8268,0.8221,0.8195,82.28,82.21,82.21,81.95,1
2,2022,0.8268,0.8216,0.8195,93.67,82.16,82.16,81.95,2
2,2022,0.8263,0.8211,0.8189,93.67,82.11,82.11,81.89,2
2,2022,0.8258,0.82,0.8184,93.67,82,82,81.84,2
2,2022,0.8258,0.8197,0.818,93.67,81.97,81.97,81.8,2
2,2022,0.8256,0.8195,0.8179,98.88,81.95,81.95,81.79,1
2,2022,0.8253,0.8195,0.8179,98.88,81.95,81.95,81.79,1
2,2022,0.8247,0.8189,0.8179,98.88,81.89,81.89,81.79,1
2,2022,0.8247,0.8184,0.8173,93.67,81.84,81.84,81.73,2
2,2022,0.8229,0.818,0.8163,98.88,81.8,81.8,81.63,1
2,2022,0.8226,0.8179,0.8142,93.67,81.79,81.79,81.42,2
2,2022,0.8226,0.8179,0.8137,98.88,81.79,81.79,81.37,1
2,2022,0.8221,0.8163,0.8132,98.88,81.63,81.63,81.32,1
2,2022,0.8216,0.8142,0.8132,98.88,81.42,81.42,81.32,1
2,2022,0.82,0.8137,0.8127,98.88,81.37,81.37,81.27,1
2,2022,0.8197,0.8132,0.8126,80.8,81.32,81.32,81.26,4
2,2022,0.8195,0.8132,0.8121,98.88,81.32,81.32,81.21,1
2,2022,0.8195,0.8127,0.8121,93.67,81.27,81.27,81.21,2
2,2022,0.8189,0.8126,0.812,98.88,81.26,81.26,81.2,1
2,2022,0.8184,0.8121,0.8116,98.88,81.21,81.21,81.16,1
2,2022,0.818,0.8121,0.8111,93.67,81.21,81.21,81.11,2
2,2022,0.8179,0.812,0.8111,98.88,81.2,81.2,81.11,1
2,2022,0.8179,0.8116,0.8107,98.88,81.16,81.16,81.07,1
2,2022,0.8163,0.8111,0.8105,98.88,81.11,81.11,81.05,1
2,2022,0.8163,0.8111,0.81,83.83,81.11,81.11,81,3
2,2022,0.8147,0.8111,0.81,80.8,81.11,81.11,81,4
2,2022,0.8137,0.8107,0.81,85.76,81.07,81.07,81,3
2,2022,0.8132,0.81,0.8095,98.88,81,81,80.95,1
2,2022,0.8126,0.81,0.8094,98.88,81,81,80.94,1
2,2022,0.8121,0.8095,0.8084,93.67,80.95,80.95,80.84,2
2,2022,0.812,0.8095,0.8084,93.67,80.95,80.95,80.84,2
2,2022,0.8116,0.8094,0.8074,93.67,80.94,80.94,80.74,2
2,2022,0.81,0.8084,0.8068,83.83,80.84,80.84,80.68,3
2,2022,0.81,0.8084,0.8053,93.67,80.84,80.84,80.53,2
2,2022,0.8094,0.8084,0.8053,98.88,80.84,80.84,80.53,1
2,2022,0.8084,0.8074,0.8053,90.87,80.74,80.74,80.53,3
2,2022,0.8074,0.8068,0.8047,85.76,80.68,80.68,80.47,3
2,2022,0.8053,0.8053,0.8037,80.8,80.53,80.53,80.37,4
2,2022,0.8047,0.8053,0.8037,85.76,80.53,80.53,80.37,3
2,2022,0.8037,0.8053,0.8033,85.76,80.53,80.53,80.33,3
2,2022,0.8029,0.8053,0.8032,93.67,80.53,80.53,80.32,2
2,2022,0.8027,0.8047,0.8029,93.67,80.47,80.47,80.29,2
2,2022,0.8026,0.8037,0.8027,80.8,80.37,80.37,80.27,4
2,2022,0.8021,0.8037,0.8026,80.28,80.37,80.37,80.26,2
2,2022,0.8016,0.8032,0.8021,80.8,80.32,80.32,80.21,4
2,2022,0.7995,0.8029,0.8016,83.83,80.29,80.29,80.16,3
2,2022,0.7995,0.8027,0.8016,80.8,80.27,80.27,80.16,4
2,2022,0.7984,0.8026,0.8016,93.67,80.26,80.26,80.16,2
2,2022,0.7974,0.8021,0.8016,93.67,80.21,80.21,80.16,2
2,2022,0.7974,0.8021,0.8011,80.8,80.21,80.21,80.11,4
2,2022,0.7974,0.8016,0.8011,93.67,80.16,80.16,80.11,2
2,2022,0.7968,0.8011,0.7995,93.67,80.11,80.11,79.95,2
2,2022,0.7942,0.7995,0.7984,93.67,79.95,79.95,79.84,2
2,2022,0.7942,0.7995,0.7974,93.67,79.95,79.95,79.74,2
2,2022,0.7921,0.7995,0.7974,93.67,79.95,79.95,79.74,2
2,2022,0.7921,0.7984,0.7974,90.87,79.84,79.84,79.74,3
2,2022,0.7918,0.7974,0.7958,93.67,79.74,79.74,79.58,2
2,2022,0.7911,0.7974,0.7942,80.8,79.74,79.74,79.42,4
2,2022,0.7905,0.7974,0.7942,93.67,79.74,79.74,79.42,2
2,2022,0.7905,0.7963,0.7937,93.67,79.63,79.63,79.37,2
2,2022,0.7895,0.7958,0.7921,80.8,79.58,79.58,79.21,4
2,2022,0.7895,0.7942,0.7921,93.67,79.42,79.42,79.21,2
2,2022,0.7895,0.7942,0.7918,80.8,79.42,79.42,79.18,4
2,2022,0.7889,0.7921,0.7911,93.67,79.21,79.21,79.11,2
2,2022,0.7884,0.7921,0.7905,80.8,79.21,79.21,79.05,4
2,2022,0.7874,0.7918,0.7905,93.67,79.18,79.18,79.05,2
2,2022,0.7868,0.7911,0.7895,80.8,79.11,79.11,78.95,4
2,2022,0.7858,0.7905,0.7895,93.67,79.05,79.05,78.95,2
2,2022,0.7842,0.7905,0.7895,93.67,79.05,79.05,78.95,2
2,2022,0.7826,0.7895,0.7889,78.7,78.95,78.95,78.89,4
2,2022,0.7816,0.7895,0.7884,93.67,78.95,78.95,78.84,2
2,2022,0.7816,0.7895,0.7874,80.8,78.95,78.95,78.74,4
2,2022,0.7811,0.7889,0.7858,93.67,78.89,78.89,78.58,2
2,2022,0.7789,0.7884,0.7842,80.8,78.84,78.84,78.42,4
2,2022,0.7784,0.7874,0.7826,93.67,78.74,78.74,78.26,2
2,2022,0.7753,0.7868,0.7811,93.67,78.68,78.68,78.11,2
2,2022,0.7705,0.7858,0.7789,85.76,78.58,78.58,77.89,3
2,2022,0.7642,0.7842,0.7784,85.76,78.42,78.42,77.84,3
2,2022,0.7526,0.7826,0.7779,90.87,78.26,78.26,77.79,3
2,2022,0.75,0.7821,0.7774,80.8,78.21,78.21,77.74,4
2,2022,0.7184,0.7811,0.7753,80.8,78.11,78.11,77.53,4
2,2022,0.7095,0.7784,0.7674,80.8,77.84,77.84,76.74,4
2,2022,0.7079,0.7674,0.7642,80.8,76.74,76.74,76.42,4
2,2022,0.7058,0.7642,0.7621,80.8,76.42,76.42,76.21,4
2,2022,0.6684,0.8137,0.8137,87.65,81.37,81.37,81.37,1
2,2022,0.6663,0.7921,0.8111,87.65,79.21,79.21,81.11,1
2,2022,0.6453,0.7874,0.7921,87.65,78.74,78.74,79.21,1
2,2022,0.6206,0.7842,0.7874,87.65,78.42,78.42,78.74,1
2,2022,0.6115,0.7789,0.7789,87.65,77.89,77.89,77.89,1
2,2022,0.5795,0.7721,0.7726,85.98,77.21,77.21,77.26,2
2,2022,0.4758,0.7668,0.7721,87.65,76.68,76.68,77.21,1
2,2022,0.6684,0.7632,0.7668,87.65,76.32,76.32,76.68,1
2,2022,0.6663,0.75,0.7663,87.65,75,75,76.63,1
2,2022,0.6453,0.75,0.75,87.65,75,75,75,1
2,2022,0.6206,0.7258,0.75,87.65,72.58,72.58,75,1
2,2022,0.6115,0.7189,0.7258,85.98,71.89,71.89,72.58,2
2,2022,0.5795,0.7063,0.7189,87.65,70.63,70.63,71.89,1
2,2022,0.4758,0.7058,0.7095,87.65,70.58,70.58,70.95,1
2,2022,0.6684,0.6984,0.7063,87.65,69.84,69.84,70.63,1
2,2022,0.6663,0.6968,0.7058,87.65,69.68,69.68,70.58,1
2,2022,0.6453,0.6958,0.6968,67.93,69.58,69.58,69.68,2
2,2022,0.6206,0.6937,0.6937,70.32,69.37,69.37,69.37,4
2,2022,0.6115,0.6911,0.6916,70.32,69.11,69.11,69.16,4
2,2022,0.5795,0.6895,0.6911,87.65,68.95,68.95,69.11,1
2,2022,0.4758,0.6832,0.6895,87.65,68.32,68.32,68.95,1
2,2022,0.6684,0.6742,0.6832,87.65,67.42,67.42,68.32,1
2,2022,0.6663,0.6737,0.6742,70.32,67.37,67.37,67.42,4
2,2022,0.6206,0.6716,0.6721,85.76,67.16,67.16,67.21,3
2,2022,0.6115,0.67,0.6716,87.65,67,67,67.16,1
2,2022,0.5795,0.6689,0.6689,87.65,66.89,66.89,66.89,1
2,2022,0.6963,0.6684,0.6684,70.32,66.84,66.84,66.84,4
2,2022,0.6937,0.6663,0.6663,85.98,66.63,66.63,66.63,2
2,2022,0.6916,0.6453,0.6453,87.65,64.53,64.53,64.53,1
2,2022,0.6911,0.6206,0.6316,85.98,62.06,62.06,63.16,2
2,2022,0.6905,0.6115,0.6206,90.87,61.15,61.15,62.06,3
2,2022,0.6832,0.5795,0.6115,87.65,57.95,57.95,61.15,1
2,2022,0.68,0.4758,0.5795,85.98,47.58,47.58,57.95,2
3,2022,0.8966,0.8805,0.8805,88.58,88.05,88.05,88.05,1
3,2022,0.8857,0.859,0.859,86.79,85.9,85.9,85.9,2
3,2022,0.8829,0.8413,0.8413,88.58,84.13,84.13,84.13,1
3,2022,0.8811,0.84,0.84,88.58,84,84,84,1
3,2022,0.8806,0.8374,0.8328,88.58,83.74,83.74,83.28,1
3,2022,0.8783,0.8328,0.8287,88.58,83.28,83.28,82.87,1
3,2022,0.8773,0.8287,0.8247,86.79,82.87,82.87,82.47,2
3,2022,0.876,0.8247,0.8241,88.58,82.47,82.47,82.41,1
3,2022,0.8747,0.8241,0.82,86.79,82.41,82.41,82,2
3,2022,0.8737,0.82,0.7988,86.79,82,82,79.88,2
3,2022,0.8674,0.7988,0.7774,88.58,79.88,79.88,77.74,1
3,2022,0.8638,0.7774,0.7718,88.58,77.74,77.74,77.18,1
3,2022,0.8634,0.7718,0.7714,88.58,77.18,77.18,77.14,1
3,2022,0.8623,0.7687,0.7687,88.58,76.87,76.87,76.87,1
3,2022,0.8623,0.7656,0.7656,72.63,76.56,76.56,76.56,4
3,2022,0.8606,0.7656,0.7656,88.58,76.56,76.56,76.56,1
3,2022,0.8606,0.7519,0.7519,88.58,75.19,75.19,75.19,1
3,2022,0.8531,0.7508,0.7508,72.63,75.08,75.08,75.08,4
3,2022,0.828,0.7338,0.7338,83.83,73.38,73.38,73.38,3
2,2022,0.898,0.8927,0.9105,82.87,89.27,89.27,91.05,3
2,2022,0.8927,0.8926,0.898,99.99,89.26,89.26,89.8,1
2,2022,0.8926,0.8721,0.8927,95.95,87.21,87.21,89.27,2
2,2022,0.8821,0.8653,0.8926,99.99,86.53,86.53,89.26,1
2,2022,0.882,0.8653,0.8721,99.99,86.53,86.53,87.21,1
2,2022,0.8723,0.8642,0.8653,75.9,86.42,86.42,86.53,4
2,2022,0.8721,0.8616,0.8653,95.95,86.16,86.16,86.53,2
2,2022,0.8653,0.8609,0.8642,95.95,86.09,86.09,86.42,2
2,2022,0.8642,0.8595,0.8609,95.95,85.95,85.95,86.09,2
2,2022,0.8616,0.8504,0.8605,99.99,85.04,85.04,86.05,1
2,2022,0.8611,0.8484,0.8595,99.99,84.84,84.84,85.95,1
2,2022,0.8605,0.8477,0.8537,90.99,84.77,84.77,85.37,3
2,2022,0.8595,0.847,0.8504,90.99,84.7,84.7,85.04,3
2,2022,0.8537,0.8432,0.8484,95.95,84.32,84.32,84.84,2
2,2022,0.8537,0.8405,0.8477,99.99,84.05,84.05,84.77,1
2,2022,0.8504,0.84,0.847,99.99,84,84,84.7,1
2,2022,0.8484,0.8384,0.8405,95.95,83.84,83.84,84.05,2
2,2022,0.847,0.8379,0.84,95.95,83.79,83.79,84,2
2,2022,0.8456,0.8374,0.8384,99.99,83.74,83.74,83.84,1
2,2022,0.8442,0.8373,0.8374,95.95,83.73,83.73,83.74,2
2,2022,0.8432,0.8363,0.8373,99.99,83.63,83.63,83.73,1
2,2022,0.8416,0.8353,0.8363,99.99,83.53,83.53,83.63,1
2,2022,0.8407,0.8342,0.8353,99.99,83.42,83.42,83.53,1
2,2022,0.84,0.8326,0.8342,95.95,83.26,83.26,83.42,2
2,2022,0.8389,0.8326,0.8337,99.99,83.26,83.26,83.37,1
2,2022,0.8384,0.8295,0.8326,99.99,82.95,82.95,83.26,1
2,2022,0.8379,0.8295,0.8326,99.99,82.95,82.95,83.26,1
2,2022,0.8379,0.8293,0.8295,99.99,82.93,82.93,82.95,1
2,2022,0.8374,0.8284,0.8293,95.95,82.84,82.84,82.93,2
2,2022,0.8373,0.828,0.8284,95.95,82.8,82.8,82.84,2
2,2022,0.8353,0.8279,0.828,99.99,82.79,82.79,82.8,1
2,2022,0.8342,0.8279,0.8279,99.99,82.79,82.79,82.79,1
2,2022,0.8337,0.8274,0.8279,95.95,82.74,82.74,82.79,2
2,2022,0.8326,0.8272,0.8274,95.95,82.72,82.72,82.74,2
2,2022,0.8326,0.8263,0.8272,95.95,82.63,82.63,82.72,2
2,2022,0.8305,0.8258,0.8263,95.95,82.58,82.58,82.63,2
2,2022,0.8295,0.8253,0.8258,95.95,82.53,82.53,82.58,2
2,2022,0.8295,0.8253,0.8253,85.76,82.53,82.53,82.53,3
2,2022,0.8293,0.8247,0.8253,95.95,82.47,82.47,82.53,2
2,2022,0.828,0.8242,0.8247,95.95,82.42,82.42,82.47,2
2,2022,0.8279,0.8242,0.8242,95.95,82.42,82.42,82.42,2
2,2022,0.8279,0.8237,0.8242,75.9,82.37,82.37,82.42,4
2,2022,0.8258,0.8221,0.8237,85.76,82.21,82.21,82.37,3
2,2022,0.8258,0.8221,0.8221,95.95,82.21,82.21,82.21,2
2,2022,0.8242,0.8213,0.8221,99.99,82.13,82.13,82.21,1
2,2022,0.8242,0.8211,0.8211,95.95,82.11,82.11,82.11,2
2,2022,0.8242,0.8205,0.8205,95.95,82.05,82.05,82.05,2
2,2022,0.8232,0.82,0.82,95.95,82,82,82,2
2,2022,0.8221,0.82,0.82,95.95,82,82,82,2
2,2022,0.8211,0.8195,0.8195,75.9,81.95,81.95,81.95,4
2,2022,0.82,0.8189,0.8189,95.95,81.89,81.89,81.89,2
2,2022,0.8195,0.8189,0.8184,95.95,81.89,81.89,81.84,2
2,2022,0.8189,0.8184,0.8179,95.95,81.84,81.84,81.79,2
2,2022,0.8184,0.8179,0.8179,95.95,81.79,81.79,81.79,2
2,2022,0.8179,0.8179,0.817,75.9,81.79,81.79,81.7,4
2,2022,0.8158,0.817,0.8121,82.87,81.7,81.7,81.21,3
2,2022,0.8132,0.8163,0.8111,75.9,81.63,81.63,81.11,4
2,2022,0.8121,0.8132,0.81,90.99,81.32,81.32,81,3
2,2022,0.8111,0.8121,0.8089,75.9,81.21,81.21,80.89,4
2,2022,0.81,0.8111,0.8084,75.9,81.11,81.11,80.84,4
2,2022,0.8095,0.81,0.8084,75.9,81,81,80.84,4
2,2022,0.8089,0.8089,0.8084,95.95,80.89,80.89,80.84,2
2,2022,0.8084,0.8084,0.8074,95.95,80.84,80.84,80.74,2
2,2022,0.8084,0.8084,0.8063,75.9,80.84,80.84,80.63,4
2,2022,0.8084,0.8084,0.8053,75.9,80.84,80.84,80.53,4
2,2022,0.8084,0.8081,0.8021,75.9,80.81,80.81,80.21,4
2,2022,0.8074,0.8074,0.7895,82.87,80.74,80.74,78.95,3
2,2022,0.8063,0.8063,0.7869,75.9,80.63,80.63,78.69,4
2,2022,0.8058,0.8058,0.7868,75.9,80.58,80.58,78.68,4
2,2022,0.8021,0.8021,0.7826,95.95,80.21,80.21,78.26,2
2,2022,0.8021,0.7895,0.7816,79.1,78.95,78.95,78.16,5
2,2022,0.8019,0.7826,0.7768,95.95,78.26,78.26,77.68,2
2,2022,0.7826,0.7747,0.7747,79.1,77.47,77.47,77.47,5
2,2022,0.7758,0.7605,0.7605,79.1,76.05,76.05,76.05,5
2,2022,0.7747,0.7584,0.7584,79.1,75.84,75.84,75.84,5
2,2022,0.7663,0.7532,0.7532,79.1,75.32,75.32,75.32,5
2,2022,0.7605,0.6358,0.74,79.1,63.58,63.58,74,5
3,2022,0.8795,0.8723,0.8723,99.99,87.23,87.23,87.23,1
3,2022,0.879,0.8718,0.8672,95.95,87.18,87.18,86.72,2
3,2022,0.8774,0.8672,0.86,99.99,86.72,86.72,86,1
3,2022,0.8723,0.86,0.855,99.99,86,86,85.5,1
3,2022,0.8718,0.855,0.8533,99.99,85.5,85.5,85.33,1
3,2022,0.8672,0.8533,0.8487,99.99,85.33,85.33,84.87,1
3,2022,0.8667,0.8487,0.8472,99.99,84.87,84.87,84.72,1
3,2022,0.86,0.8472,0.8467,99.99,84.72,84.72,84.67,1
3,2022,0.86,0.8467,0.8431,99.99,84.67,84.67,84.31,1
3,2022,0.859,0.8456,0.8431,99.99,84.56,84.56,84.31,1
3,2022,0.8559,0.8431,0.8429,99.99,84.31,84.31,84.29,1
3,2022,0.855,0.8431,0.8426,95.95,84.31,84.31,84.26,2
3,2022,0.8472,0.8429,0.8421,95.95,84.29,84.29,84.21,2
3,2022,0.8447,0.8426,0.8418,95.95,84.26,84.26,84.18,2
3,2022,0.8441,0.8421,0.841,99.99,84.21,84.21,84.1,1
3,2022,0.8431,0.8418,0.839,75.9,84.18,84.18,83.9,4
3,2022,0.8431,0.841,0.8385,99.99,84.1,84.1,83.85,1
3,2022,0.8429,0.839,0.8385,99.99,83.9,83.9,83.85,1
3,2022,0.8427,0.8385,0.8379,99.99,83.85,83.85,83.79,1
3,2022,0.8426,0.8385,0.8374,95.95,83.85,83.85,83.74,2
3,2022,0.8418,0.8379,0.8353,95.95,83.79,83.79,83.53,2
3,2022,0.841,0.8374,0.8328,99.99,83.74,83.74,83.28,1
3,2022,0.8405,0.8353,0.8328,99.99,83.53,83.53,83.28,1
3,2022,0.839,0.8333,0.8324,95.95,83.33,83.33,83.24,2
3,2022,0.8379,0.8328,0.8313,95.95,83.28,83.28,83.13,2
3,2022,0.8374,0.8328,0.8303,95.95,83.28,83.28,83.03,2
3,2022,0.8353,0.8324,0.8292,95.95,83.24,83.24,82.92,2
3,2022,0.8324,0.8303,0.8262,95.95,83.03,83.03,82.62,2
3,2022,0.8306,0.8262,0.8246,85.76,82.62,82.62,82.46,3
3,2022,0.8303,0.8251,0.8241,95.95,82.51,82.51,82.41,2
3,2022,0.8262,0.8246,0.8241,95.95,82.46,82.46,82.41,2
3,2022,0.8251,0.8241,0.8236,95.95,82.41,82.41,82.36,2
3,2022,0.8251,0.8241,0.8236,95.95,82.41,82.41,82.36,2
3,2022,0.8246,0.8236,0.8226,95.95,82.36,82.36,82.26,2
3,2022,0.8215,0.8236,0.8215,95.95,82.36,82.36,82.15,2
3,2022,0.8211,0.8231,0.8211,90.99,82.31,82.31,82.11,3
3,2022,0.821,0.8226,0.821,95.95,82.26,82.26,82.1,2
3,2022,0.82,0.8215,0.8205,95.95,82.15,82.15,82.05,2
3,2022,0.8174,0.8211,0.82,95.95,82.11,82.11,82,2
3,2022,0.8159,0.821,0.8164,75.9,82.1,82.1,81.64,4
3,2022,0.8147,0.8205,0.8159,95.95,82.05,82.05,81.59,2
3,2022,0.8144,0.82,0.8147,75.9,82,82,81.47,4
3,2022,0.8123,0.8179,0.8144,75.9,81.79,81.79,81.44,4
3,2022,0.8067,0.8171,0.8133,75.9,81.71,81.71,81.33,4
3,2022,0.8031,0.8159,0.8123,85.76,81.59,81.59,81.23,3
3,2022,0.7959,0.8147,0.8123,99.99,81.47,81.47,81.23,1
3,2022,0.7949,0.8144,0.8113,75.9,81.44,81.44,81.13,4
3,2022,0.7877,0.8123,0.8037,99.99,81.23,81.23,80.37,1
3,2022,0.7831,0.8037,0.8031,75.9,80.37,80.37,80.31,4
3,2022,0.7817,0.8031,0.7982,75.9,80.31,80.31,79.82,4
3,2022,0.7815,0.7982,0.7967,85.76,79.82,79.82,79.67,3
3,2022,0.781,0.7959,0.7959,75.9,79.59,79.59,79.59,4
3,2022,0.7764,0.7949,0.7949,82.87,79.49,79.49,79.49,3
3,2022,0.7754,0.7938,0.7938,75.9,79.38,79.38,79.38,4
3,2022,0.7713,0.7903,0.7903,75.9,79.03,79.03,79.03,4
3,2022,0.7708,0.7831,0.7831,99.99,78.31,78.31,78.31,1
3,2022,0.7626,0.7815,0.7815,99.99,78.15,78.15,78.15,1
3,2022,0.7528,0.7754,0.7754,99.99,77.54,77.54,77.54,1
3,2022,0.7497,0.7708,0.7708,90.99,77.08,77.08,77.08,3
3,2022,0.7497,0.7626,0.7626,99.99,76.26,76.26,76.26,1
3,2022,0.7344,0.7549,0.7528,99.99,75.49,75.49,75.28,1
3,2022,0.7231,0.7497,0.7497,95.95,74.97,74.97,74.97,2
3,2022,0.6429,0.7497,0.7344,95.95,74.97,74.97,73.44,2
